Size 10,615200100.00000
Size 10,356661000.00000
Size 10,234364700.00000
Size 10,218290700.00000
Size 10,141877300.00000
Size 10,99907800.00000
Size 10,144027400.00000
Size 10,158041100.00000
Size 10,220617300.00000
Size 10,168137300.00000
Size 20,95255700.00000
Size 20,376584600.00000
Size 20,231764000.00000
Size 20,238242000.00000
Size 20,221708400.00000
Size 20,135937200.00000
Size 20,207108300.00000
Size 20,140689600.00000
Size 20,191398200.00000
Size 20,201659500.00000
Size 20,263938800.00000
Size 20,467479700.00000
Size 20,270868500.00000
Size 20,240792900.00000
Size 20,318756000.00000
Size 20,128141300.00000
Size 20,181651900.00000
Size 20,302392300.00000
Size 20,241568700.00000
Size 20,199871100.00000
Size 50,185876400.00000
Size 50,81389800.00000
Size 50,115692800.00000
Size 50,264500600.00000
Size 50,210750400.00000
Size 50,77085100.00000
Size 50,151635000.00000
Size 50,93809300.00000
Size 50,166696100.00000
Size 50,248129000.00000
Size 50,279369800.00000
Size 50,126040600.00000
Size 50,509777200.00000
Size 50,183863000.00000
Size 50,375959600.00000
Size 50,260212700.00000
Size 50,121515000.00000
Size 50,144836000.00000
Size 50,434009500.00000
Size 50,169640400.00000
Size 50,115421200.00000
Size 50,212169600.00000
Size 50,180242200.00000
Size 50,80548100.00000
Size 50,126058500.00000
Size 50,569501600.00000
Size 50,52495400.00000
Size 50,421332100.00000
Size 50,50287600.00000
Size 50,127892600.00000
Size 50,322495600.00000
Size 50,131888500.00000
Size 50,459944200.00000
Size 50,143575600.00000
Size 50,63916800.00000
Size 50,618606500.00000
Size 50,710777500.00000
Size 50,516816400.00000
Size 50,539868700.00000
Size 50,199766900.00000
Size 50,66282700.00000
Size 50,558425000.00000
Size 50,558697000.00000
Size 50,795382300.00000
Size 50,247371800.00000
Size 50,254790200.00000
Size 50,101043900.00000
Size 50,145042500.00000
Size 50,243508800.00000
Size 50,124526100.00000
Size 100,274704600.00000
Size 100,209657000.00000
Size 100,110709400.00000
Size 100,156995900.00000
Size 100,62572400.00000
Size 100,422010000.00000
Size 100,46136500.00000
Size 100,142181000.00000
Size 100,264078900.00000
Size 100,41786000.00000
Size 100,211264700.00000
Size 100,111724600.00000
Size 100,133353300.00000
Size 100,207065700.00000
Size 100,598690800.00000
Size 100,293070500.00000
Size 100,253453800.00000
Size 100,416129800.00000
Size 100,97900500.00000
Size 100,131483400.00000
Size 100,517635100.00000
Size 100,189998300.00000
Size 100,470669800.00000
Size 100,343186400.00000
Size 100,757533400.00000
Size 100,84138200.00000
Size 100,254620000.00000
Size 100,75867400.00000
